Time,Latitude,Longitude,Velocity,Acceleration,Quarter,StoppageType,DisposalType,Name,StoppageID
15.6,-37.8199094,144.9834966,0.726500034,0.204531252,3,Centre Bounce,Handball,Luke,3
15.7,-37.81991,144.9834979,0.833500087,0.420898467,3,Centre Bounce,Handball,Luke,3
15.8,-37.8199106,144.983499,0.913500071,0.515675783,3,Centre Bounce,Handball,Luke,3
15.9,-37.8199111,144.9834997,0.906500041,0.369257838,3,Centre Bounce,Handball,Luke,3
16,-37.8199119,144.9835005,0.926500082,0.326945335,3,Centre Bounce,Handball,Luke,3
16.1,-37.819913,144.9835012,0.996500075,0.420210958,3,Centre Bounce,Handball,Luke,3
16.2,-37.8199141,144.9835015,1.033499956,0.407660186,3,Centre Bounce,Handball,Luke,3
16.3,-37.8199148,144.9835019,0.998500049,0.218246102,3,Centre Bounce,Handball,Luke,3
16.4,-37.8199154,144.9835024,0.939500093,0.0161875,3,Centre Bounce,Handball,Luke,3
16.5,-37.8199163,144.9835029,0.943500042,0.022140626,3,Centre Bounce,Handball,Luke,3
16.6,-37.8199173,144.9835035,0.987500072,0.126605481,3,Centre Bounce,Handball,Luke,3
16.7,-37.8199181,144.9835042,1.019500017,0.174957037,3,Centre Bounce,Handball,Luke,3
16.8,-37.8199187,144.9835044,0.971500099,0.011218751,3,Centre Bounce,Handball,Luke,3
0.1,-37.8203976,144.9837574,4.277500629,-1.041437507,4,Ball Up,Handball,Luke,4
0.2,-37.8203946,144.9837559,4.110500336,-1.198578238,4,Ball Up,Handball,Luke,4
0.3,-37.8203926,144.9837576,3.74450016,-1.81393373,4,Ball Up,Handball,Luke,4
0.4,-37.8203885,144.9837589,3.816500187,-1.180453181,4,Ball Up,Handball,Luke,4
0.5,-37.8203861,144.9837594,3.678500175,-1.230339885,4,Ball Up,Handball,Luke,4
0.6,-37.8203839,144.9837629,3.638500214,-1.022757888,4,Ball Up,Handball,Luke,4
0.7,-37.8203813,144.9837665,3.733500242,-0.529570341,4,Ball Up,Handball,Luke,4
0.8,-37.8203783,144.9837692,3.819500208,-0.182179689,4,Ball Up,Handball,Luke,4
0.9,-37.8203763,144.9837733,3.888500214,0.035863284,4,Ball Up,Handball,Luke,4
1,-37.8203735,144.9837769,4.003500462,0.314398438,4,Ball Up,Handball,Luke,4
1.1,-37.8203711,144.98378,4.02450037,0.288300782,4,Ball Up,Handball,Luke,4
1.2,-37.8203681,144.9837851,4.288500309,0.876226604,4,Ball Up,Handball,Luke,4
1.3,-37.8203656,144.9837901,4.506500244,1.202171922,4,Ball Up,Handball,Luke,4
1.4,-37.8203629,144.9837943,4.610500336,1.161628962,4,Ball Up,Handball,Luke,4
1.5,-37.82036,144.9837982,4.655500412,0.983722687,4,Ball Up,Handball,Luke,4
1.6,-37.8203565,144.9838035,4.887500286,1.317793012,4,Ball Up,Handball,Luke,4
1.7,-37.8203553,144.98381,5.022500515,1.325847745,4,Ball Up,Handball,Luke,4
1.8,-37.8203541,144.9838153,4.975500584,0.876886785,4,Ball Up,Handball,Luke,4
1.9,-37.8203522,144.9838201,4.912500381,0.500167966,4,Ball Up,Handball,Luke,4
2,-37.8203488,144.9838229,4.799500465,0.092628911,4,Ball Up,Handball,Luke,4
2.1,-37.820346,144.9838256,4.666500568,-0.26302737,4,Ball Up,Handball,Luke,4
2.2,-37.8203448,144.9838314,4.629500389,-0.289773464,4,Ball Up,Handball,Luke,4
2.3,-37.8203431,144.9838335,4.292500496,-1.059832096,4,Ball Up,Handball,Luke,4
2.4,-37.8203417,144.9838363,3.993500233,-1.542375088,4,Ball Up,Handball,Luke,4
2.5,-37.8203417,144.9838397,3.665500164,-1.976781368,4,Ball Up,Handball,Luke,4
2.6,-37.820342,144.983843,3.380500078,-2.195086002,4,Ball Up,Handball,Luke,4
2.7,-37.8203406,144.9838473,3.381500006,-1.643816471,4,Ball Up,Handball,Luke,4
2.8,-37.820341,144.9838479,2.844500065,-2.575363398,4,Ball Up,Handball,Luke,4
2.9,-37.8203409,144.9838506,2.580500126,-2.591523647,4,Ball Up,Handball,Luke,4
3,-37.8203403,144.983853,2.424499989,-2.333644629,4,Ball Up,Handball,Luke,4
3.1,-37.8203404,144.9838559,2.351500034,-1.932734489,4,Ball Up,Handball,Luke,4
3.2,-37.8203404,144.9838582,2.232500076,-1.747050881,4,Ball Up,Handball,Luke,4
3.3,-37.8203403,144.9838592,1.953500032,-2.007789135,4,Ball Up,Handball,Luke,4
3.4,-37.820341,144.9838611,1.797500014,-1.895843863,4,Ball Up,Handball,Luke,4
3.5,-37.8203413,144.9838616,1.502500057,-2.15938282,4,Ball Up,Handball,Luke,4
3.6,-37.8203427,144.9838627,1.418500066,-1.82953918,4,Ball Up,Handball,Luke,4
3.7,-37.8203446,144.9838611,1.494500041,-1.182156324,4,Ball Up,Handball,Luke,4
3.8,-37.820346,144.9838607,1.502500057,-0.866617203,4,Ball Up,Handball,Luke,4
3.9,-37.8203469,144.9838606,1.363499999,-0.997464895,4,Ball Up,Handball,Luke,4
4,-37.8203484,144.9838604,1.341500044,-0.803101599,4,Ball Up,Handball,Luke,4
4.1,-37.8203496,144.98386,1.309499979,-0.682328165,4,Ball Up,Handball,Luke,4
4.2,-37.8203514,144.9838594,1.390500069,-0.309246123,4,Ball Up,Handball,Luke,4
4.3,-37.8203528,144.9838589,1.412500024,-0.176937506,4,Ball Up,Handball,Luke,4
4.4,-37.820354,144.9838582,1.419499993,-0.115203127,4,Ball Up,Handball,Luke,4
4.5,-37.8203553,144.9838572,1.450500011,-0.008902344,4,Ball Up,Handball,Luke,4
4.6,-37.8203567,144.9838554,1.574500084,0.303320318,4,Ball Up,Handball,Luke,4
4.7,-37.8203573,144.983854,1.592500091,0.2724922,4,Ball Up,Handball,Luke,4
4.8,-37.8203584,144.9838532,1.529500008,0.046871096,4,Ball Up,Handball,Luke,4
4.9,-37.8203595,144.9838523,1.493499994,-0.054843754,4,Ball Up,Handball,Luke,4
5,-37.8203602,144.9838507,1.499500036,-0.026132815,4,Ball Up,Handball,Luke,4
5.1,-37.820361,144.9838498,1.450500011,-0.142101571,4,Ball Up,Handball,Luke,4
5.2,-37.8203619,144.983849,1.392500043,-0.251578122,4,Ball Up,Handball,Luke,4
5.3,-37.8203627,144.9838482,1.314499974,-0.383683622,4,Ball Up,Handball,Luke,4
5.4,-37.8203634,144.9838474,1.254500031,-0.437765658,4,Ball Up,Handball,Luke,4
5.5,-37.8203642,144.983846,1.281499982,-0.260824233,4,Ball Up,Handball,Luke,4
5.6,-37.8203649,144.9838446,1.326500058,-0.083121099,4,Ball Up,Handball,Luke,4
5.7,-37.8203658,144.9838433,1.387500048,0.090156257,4,Ball Up,Handball,Luke,4
5.8,-37.8203664,144.9838426,1.346500039,-0.034882814,4,Ball Up,Handball,Luke,4
5.9,-37.8203675,144.9838413,1.386500001,0.073835939,4,Ball Up,Handball,Luke,4
6,-37.8203686,144.98384,1.455500007,0.227878913,4,Ball Up,Handball,Luke,4
6.1,-37.82037,144.9838389,1.525500059,0.345910162,4,Ball Up,Handball,Luke,4
6.2,-37.8203717,144.9838373,1.693500042,0.679433644,4,Ball Up,Handball,Luke,4
6.3,-37.8203736,144.9838356,1.886500001,0.992078185,4,Ball Up,Handball,Luke,4
6.4,-37.8203752,144.983834,1.989500046,1.001558661,4,Ball Up,Handball,Luke,4
6.5,-37.8203768,144.9838309,2.224500179,1.338671923,4,Ball Up,Handball,Luke,4
6.6,-37.8203782,144.9838286,2.351500034,1.321503997,4,Ball Up,Handball,Luke,4
6.7,-37.82038,144.9838271,2.392500162,1.093629003,4,Ball Up,Handball,Luke,4
6.8,-37.8203833,144.983825,2.664499998,1.500222683,4,Ball Up,Handball,Luke,4
6.9,-37.8203857,144.9838234,2.786499977,1.430168033,4,Ball Up,Handball,Luke,4
7,-37.8203876,144.983822,2.756500006,0.997628927,4,Ball Up,Handball,Luke,4
7.1,-37.8203905,144.9838195,2.944500208,1.218222737,4,Ball Up,Handball,Luke,4
7.2,-37.8203933,144.9838172,3.118499994,1.348667979,4,Ball Up,Handball,Luke,4
7.3,-37.8203951,144.9838154,3.070500135,0.89150393,4,Ball Up,Handball,Luke,4
7.4,-37.8203982,144.9838129,3.211500168,1.021129012,4,Ball Up,Handball,Luke,4
7.5,-37.8204012,144.9838108,3.345500231,1.100847721,4,Ball Up,Handball,Luke,4
7.6,-37.8204041,144.9838093,3.394500017,0.948136747,4,Ball Up,Handball,Luke,4
7.7,-37.8204071,144.983807,3.475500107,0.913605511,4,Ball Up,Handball,Luke,4
7.8,-37.8204099,144.9838049,3.51850009,0.792707086,4,Ball Up,Handball,Luke,4
7.9,-37.8204129,144.9838023,3.614500046,0.834531307,4,Ball Up,Handball,Luke,4
8,-37.820416,144.9838007,3.637500048,0.683398485,4,Ball Up,Handball,Luke,4
8.1,-37.8204196,144.9837982,3.781500101,0.872550845,4,Ball Up,Handball,Luke,4
8.2,-37.8204228,144.9837964,3.823500156,0.759414077,4,Ball Up,Handball,Luke,4
8.3,-37.8204254,144.9837953,3.695500135,0.249562517,4,Ball Up,Handball,Luke,4
8.4,-37.8204284,144.9837934,3.665500164,0.112171881,4,Ball Up,Handball,Luke,4
8.5,-37.8204316,144.9837912,3.718500137,0.216628909,4,Ball Up,Handball,Luke,4
8.6,-37.8204343,144.9837885,3.725500107,0.179972664,4,Ball Up,Handball,Luke,4
8.7,-37.8204366,144.9837867,3.611500025,-0.150019541,4,Ball Up,Handball,Luke,4
8.8,-37.8204403,144.9837843,3.7275002,0.177484378,4,Ball Up,Handball,Luke,4
8.9,-37.8204425,144.983783,3.573500156,-0.251886725,4,Ball Up,Handball,Luke,4
9,-37.8204459,144.9837808,3.638500214,-0.026417971,4,Ball Up,Handball,Luke,4
9.1,-37.8204476,144.9837788,3.483500242,-0.407316417,4,Ball Up,Handball,Luke,4
9.2,-37.8204501,144.983776,3.492500067,-0.28298828,4,Ball Up,Handball,Luke,4
9.3,-37.8204517,144.9837737,3.373500109,-0.5097422,4,Ball Up,Handball,Luke,4
9.4,-37.8204542,144.9837716,3.332500219,-0.484808624,4,Ball Up,Handball,Luke,4
9.5,-37.8204555,144.9837688,3.239500046,-0.59610939,4,Ball Up,Handball,Luke,4
9.6,-37.8204573,144.9837673,3.082500219,-0.839582086,4,Ball Up,Handball,Luke,4
9.7,-37.8204588,144.9837659,2.85950017,-1.187187552,4,Ball Up,Handball,Luke,4
9.8,-37.8204597,144.9837634,2.682500124,-1.33289063,4,Ball Up,Handball,Luke,4
9.9,-37.8204608,144.983761,2.550500154,-1.329668045,4,Ball Up,Handball,Luke,4
10,-37.8204616,144.9837577,2.554500103,-0.987253964,4,Ball Up,Handball,Luke,4
10.1,-37.8204622,144.9837556,2.405500174,-1.112941504,4,Ball Up,Handball,Luke,4
10.2,-37.820463,144.9837536,2.254500151,-1.212207079,4,Ball Up,Handball,Luke,4
10.3,-37.8204636,144.9837513,2.139500141,-1.196656346,4,Ball Up,Handball,Luke,4
10.4,-37.8204644,144.9837495,2.005500078,-1.232492208,4,Ball Up,Handball,Luke,4
10.5,-37.8204647,144.9837476,1.878500104,-1.241871119,4,Ball Up,Handball,Luke,4
10.6,-37.8204652,144.9837465,1.676500082,-1.436406374,4,Ball Up,Handball,Luke,4
10.7,-37.8204655,144.9837446,1.591500044,-1.289804697,4,Ball Up,Handball,Luke,4
10.8,-37.8204652,144.9837419,1.638500094,-0.849855483,4,Ball Up,Handball,Luke,4
10.9,-37.820465,144.9837399,1.617500067,-0.689894557,4,Ball Up,Handball,Luke,4
11,-37.8204648,144.9837379,1.585500002,-0.597421885,4,Ball Up,Handball,Luke,4
11.1,-37.8204646,144.9837364,1.487500072,-0.693066418,4,Ball Up,Handball,Luke,4
11.2,-37.8204651,144.9837347,1.452499986,-0.607300818,4,Ball Up,Handball,Luke,4
11.3,-37.8204653,144.9837329,1.433500051,-0.502976596,4,Ball Up,Handball,Luke,4
11.4,-37.8204655,144.9837312,1.392500043,-0.479734391,4,Ball Up,Handball,Luke,4
11.5,-37.8204657,144.9837296,1.363499999,-0.432300806,4,Ball Up,Handball,Luke,4
11.6,-37.8204656,144.9837281,1.299499989,-0.484226584,4,Ball Up,Handball,Luke,4
11.7,-37.820466,144.9837267,1.28550005,-0.398171902,4,Ball Up,Handball,Luke,4
11.8,-37.8204661,144.9837252,1.262500048,-0.356128931,4,Ball Up,Handball,Luke,4
11.9,-37.8204666,144.9837234,1.324500084,-0.112097658,4,Ball Up,Handball,Luke,4
12,-37.8204669,144.9837219,1.32249999,-0.089074224,4,Ball Up,Handball,Luke,4
12.1,-37.8204673,144.9837205,1.318500042,-0.076808594,4,Ball Up,Handball,Luke,4
12.2,-37.8204676,144.983719,1.311500072,-0.075109378,4,Ball Up,Handball,Luke,4
12.3,-37.8204682,144.9837178,1.309499979,-0.061332036,4,Ball Up,Handball,Luke,4
12.4,-37.8204689,144.9837167,1.316500068,-0.028500002,4,Ball Up,Handball,Luke,4
12.5,-37.82047,144.9837158,1.359500051,0.086125001,4,Ball Up,Handball,Luke,4
12.6,-37.8204703,144.983715,1.275500059,-0.145406261,4,Ball Up,Handball,Luke,4
12.7,-37.8204711,144.9837143,1.252500057,-0.166554689,4,Ball Up,Handball,Luke,4
12.8,-37.8204722,144.9837135,1.27850008,-0.059917971,4,Ball Up,Handball,Luke,4
12.9,-37.820473,144.9837123,1.308500051,0.030058594,4,Ball Up,Handball,Luke,4
13,-37.8204736,144.9837112,1.315500021,0.040046878,4,Ball Up,Handball,Luke,4
13.1,-37.8204741,144.9837106,1.242500067,-0.152464852,4,Ball Up,Handball,Luke,4
13.2,-37.8204746,144.9837099,1.168500066,-0.299351573,4,Ball Up,Handball,Luke,4
13.3,-37.8204756,144.9837092,1.179499984,-0.197015628,4,Ball Up,Handball,Luke,4
13.4,-37.8204763,144.9837084,1.163500071,-0.187761724,4,Ball Up,Handball,Luke,4
13.5,-37.8204769,144.9837079,1.119500041,-0.250824243,4,Ball Up,Handball,Luke,4
13.6,-37.8204774,144.9837078,1.032500029,-0.405621111,4,Ball Up,Handball,Luke,4
13.7,-37.8204781,144.9837074,0.982500076,-0.429218769,4,Ball Up,Handball,Luke,4
13.8,-37.8204789,144.9837064,0.995500088,-0.289414078,4,Ball Up,Handball,Luke,4
13.9,-37.8204797,144.9837051,1.057500005,-0.062062502,4,Ball Up,Handball,Luke,4
14,-37.8204803,144.9837038,1.105499983,0.073453128,4,Ball Up,Handball,Luke,4
14.1,-37.8204809,144.9837022,1.175500035,0.230089858,4,Ball Up,Handball,Luke,4
14.2,-37.8204811,144.9837014,1.103500009,-0.007429688,4,Ball Up,Handball,Luke,4
14.3,-37.8204818,144.9837003,1.095499992,-0.02557422,4,Ball Up,Handball,Luke,4
14.4,-37.8204828,144.9836992,1.128499985,0.063316412,4,Ball Up,Handball,Luke,4
14.5,-37.8204836,144.9836985,1.13349998,0.059988283,4,Ball Up,Handball,Luke,4
14.6,-37.8204843,144.9836977,1.112500072,-0.007507813,4,Ball Up,Handball,Luke,4
14.7,-37.8204846,144.9836964,1.071500063,-0.108132817,4,Ball Up,Handball,Luke,4
14.8,-37.8204849,144.9836951,1.044499993,-0.148601577,4,Ball Up,Handball,Luke,4
14.9,-37.8204849,144.9836937,1.028499961,-0.151453137,4,Ball Up,Handball,Luke,4
15,-37.8204851,144.983692,1.085500002,0.028910158,4,Ball Up,Handball,Luke,4
15.1,-37.8204855,144.9836909,1.064499974,-0.030816408,4,Ball Up,Handball,Luke,4
15.2,-37.8204853,144.9836902,0.93750006,-0.340613306,4,Ball Up,Handball,Luke,4
15.3,-37.8204857,144.9836897,0.81250006,-0.567960978,4,Ball Up,Handball,Luke,4
15.4,-37.8204854,144.9836893,0.673500061,-0.773472667,4,Ball Up,Handball,Luke,4
15.5,-37.8204852,144.983689,0.557500064,-0.870105505,4,Ball Up,Handball,Luke,4
15.6,-37.820485,144.983689,0.443500012,-0.937582076,4,Ball Up,Handball,Luke,4
15.7,-37.8204845,144.983689,0.403500021,-0.803187549,4,Ball Up,Handball,Luke,4
15.8,-37.8204841,144.9836893,0.30250001,-0.854890645,4,Ball Up,Handball,Luke,4
15.9,-37.8204839,144.9836892,0.226500005,-0.831167996,4,Ball Up,Handball,Luke,4
16,-37.8204835,144.9836895,0.170499995,-0.763378918,4,Ball Up,Handball,Luke,4
16.1,-37.8204831,144.9836895,0.127499998,-0.680035174,4,Ball Up,Handball,Luke,4
16.2,-37.8204828,144.9836897,0.095500007,-0.590027392,4,Ball Up,Handball,Luke,4
16.3,-37.8204829,144.98369,0.071500003,-0.502523482,4,Ball Up,Handball,Luke,4
16.4,-37.820483,144.9836903,0.053500004,-0.42189455,4,Ball Up,Handball,Luke,4
16.5,-37.8204833,144.9836909,0.040500004,-0.348921895,4,Ball Up,Handball,Luke,4
16.6,-37.8204837,144.9836915,0.0305,-0.286691427,4,Ball Up,Handball,Luke,4
16.7,-37.8204841,144.9836919,0.022500001,-0.23501955,4,Ball Up,Handball,Luke,4
16.8,-37.8204843,144.9836926,0.0175,-0.18876563,4,Ball Up,Handball,Luke,4
16.9,-37.8204847,144.9836931,0.0125,-0.154074222,4,Ball Up,Handball,Luke,4
17,-37.820485,144.9836939,0.222500011,0.409441411,4,Ball Up,Handball,Luke,4
17.1,-37.8204851,144.983695,0.416500002,0.792082071,4,Ball Up,Handball,Luke,4
17.2,-37.8204851,144.9836959,0.551500022,0.931562543,4,Ball Up,Handball,Luke,4
17.3,-37.8204856,144.9836969,0.682500064,1.026171923,4,Ball Up,Handball,Luke,4
17.4,-37.8204856,144.9836978,0.744500041,0.924628973,4,Ball Up,Handball,Luke,4
17.5,-37.8204858,144.9836986,0.78550005,0.795972705,4,Ball Up,Handball,Luke,4
17.6,-37.8204862,144.9836992,0.806500077,0.649480522,4,Ball Up,Handball,Luke,4
17.7,-37.820487,144.9836998,0.875500083,0.659613311,4,Ball Up,Handball,Luke,4
17.8,-37.8204871,144.9837002,0.836500049,0.397210956,4,Ball Up,Handball,Luke,4
17.9,-37.8204874,144.9837011,0.855500042,0.345410168,4,Ball Up,Handball,Luke,4
18,-37.8204873,144.9837015,0.783500075,0.079058595,4,Ball Up,Handball,Luke,4
18.1,-37.8204872,144.9837023,0.75150007,-0.020703126,4,Ball Up,Handball,Luke,4
18.2,-37.8204868,144.9837024,0.644500077,-0.283027351,4,Ball Up,Handball,Luke,4
18.3,-37.8204865,144.9837029,0.594500065,-0.337273449,4,Ball Up,Handball,Luke,4
18.4,-37.8204861,144.9837031,0.525500059,-0.42545706,4,Ball Up,Handball,Luke,4
18.5,-37.8204859,144.9837034,0.472500026,-0.451593757,4,Ball Up,Handball,Luke,4
18.6,-37.8204856,144.9837037,0.431500018,-0.441195339,4,Ball Up,Handball,Luke,4
18.7,-37.8204853,144.9837039,0.390500009,-0.433398455,4,Ball Up,Handball,Luke,4
18.8,-37.8204849,144.9837039,0.346500009,-0.435050815,4,Ball Up,Handball,Luke,4
18.9,-37.8204845,144.9837036,0.327500015,-0.373789072,4,Ball Up,Handball,Luke,4
19,-37.8204839,144.9837026,0.245499998,-0.485343784,4,Ball Up,Handball,Luke,4
19.1,-37.8204832,144.9837019,0.184500009,-0.516507864,4,Ball Up,Handball,Luke,4
19.2,-37.8204824,144.9837007,0.138500005,-0.502382815,4,Ball Up,Handball,Luke,4
19.3,-37.8204815,144.9836994,0.103500009,-0.464289099,4,Ball Up,Handball,Luke,4
19.4,-37.8204809,144.9836989,0.077500008,-0.413218766,4,Ball Up,Handball,Luke,4
19.5,-37.8204804,144.9836983,0.058500003,-0.357414067,4,Ball Up,Handball,Luke,4
19.6,-37.8204797,144.9836978,0.217500001,0.129437506,4,Ball Up,Handball,Luke,4
19.7,-37.8204787,144.9836977,0.369500011,0.47707814,4,Ball Up,Handball,Luke,4
19.8,-37.820478,144.9836978,0.453500003,0.567808628,4,Ball Up,Handball,Luke,4
0.1,-37.8196302,144.983888,0.857500076,0.104796879,4,Throw In,Handball,Jack,5
0.2,-37.8196296,144.983889,0.899500072,0.183597669,4,Throw In,Handball,Jack,5
0.3,-37.8196275,144.9838902,1.173500061,0.822699249,4,Throw In,Handball,Jack,5
0.4,-37.8196275,144.9838922,1.269500017,0.857027411,4,Throw In,Handball,Jack,5
0.5,-37.8196276,144.9838926,1.140500069,0.320273459,4,Throw In,Handball,Jack,5
0.6,-37.8196269,144.9838943,1.203500032,0.397707045,4,Throw In,Handball,Jack,5
0.7,-37.8196269,144.983896,1.244500041,0.400781274,4,Throw In,Handball,Jack,5
0.8,-37.8196263,144.9838965,1.186500072,0.155585945,4,Throw In,Handball,Jack,5
0.9,-37.8196253,144.9838976,1.259500027,0.299191415,4,Throw In,Handball,Jack,5
1,-37.8196273,144.9838982,1.211500049,0.104394533,4,Throw In,Handball,Jack,5
1.1,-37.8196276,144.9838973,1.037500024,-0.356703132,4,Throw In,Handball,Jack,5
1.2,-37.8196276,144.9838966,0.859500051,-0.712527394,4,Throw In,Handball,Jack,5
1.3,-37.8196293,144.9838981,1.135500073,0.155601576,4,Throw In,Handball,Jack,5
1.4,-37.8196299,144.9838966,1.112500072,0.059203129,4,Throw In,Handball,Jack,5
1.5,-37.8196311,144.9838925,1.425500035,0.82690239,4,Throw In,Handball,Jack,5
1.6,-37.8196299,144.9838912,1.323500037,0.365179718,4,Throw In,Handball,Jack,5
1.7,-37.8196307,144.9838897,1.360499978,0.366386741,4,Throw In,Handball,Jack,5
1.8,-37.8196319,144.9838888,1.394500017,0.359792978,4,Throw In,Handball,Jack,5
1.9,-37.8196335,144.9838888,1.444500089,0.394847661,4,Throw In,Handball,Jack,5
2,-37.8196344,144.9838888,1.343500018,0.043636721,4,Throw In,Handball,Jack,5
2.1,-37.8196353,144.9838881,1.279500008,-0.127269536,4,Throw In,Handball,Jack,5
2.2,-37.8196359,144.9838878,1.146499991,-0.427953154,4,Throw In,Handball,Jack,5
2.3,-37.8196367,144.9838895,1.070500016,-0.51096487,4,Throw In,Handball,Jack,5
2.4,-37.819635,144.9838917,1.24150002,0.04427344,4,Throw In,Handball,Jack,5
2.5,-37.8196338,144.9838932,1.386500001,0.395707041,4,Throw In,Handball,Jack,5
2.6,-37.819634,144.9838971,1.685500026,1.044281244,4,Throw In,Handball,Jack,5
2.7,-37.8196341,144.9839003,1.877500057,1.263211012,4,Throw In,Handball,Jack,5
2.8,-37.8196325,144.9839046,2.26850009,1.924910307,4,Throw In,Handball,Jack,5
2.9,-37.8196302,144.9839082,2.652500153,2.403683662,4,Throw In,Handball,Jack,5
3,-37.8196286,144.9839115,2.877500057,2.365265846,4,Throw In,Handball,Jack,5
3.1,-37.8196281,144.9839161,3.090500116,2.306449413,4,Throw In,Handball,Jack,5
3.2,-37.8196278,144.9839198,3.133500099,1.837339878,4,Throw In,Handball,Jack,5
3.3,-37.8196261,144.9839241,3.310500145,1.820507884,4,Throw In,Handball,Jack,5
3.4,-37.8196255,144.9839289,3.485500097,1.80288291,4,Throw In,Handball,Jack,5
3.5,-37.8196241,144.9839328,3.556500196,1.529664159,4,Throw In,Handball,Jack,5
3.6,-37.8196227,144.9839365,3.560500145,1.157250047,4,Throw In,Handball,Jack,5
3.7,-37.8196219,144.9839405,3.594500065,0.952937543,4,Throw In,Handball,Jack,5
3.8,-37.8196212,144.9839444,3.614500046,0.764703155,4,Throw In,Handball,Jack,5
3.9,-37.8196208,144.9839488,3.693500042,0.771027386,4,Throw In,Handball,Jack,5
4,-37.8196216,144.9839527,3.722500086,0.650773466,4,Throw In,Handball,Jack,5
4.1,-37.819621,144.9839571,3.787500143,0.650582075,4,Throw In,Handball,Jack,5
4.2,-37.8196202,144.9839614,3.834500074,0.605437517,4,Throw In,Handball,Jack,5
4.3,-37.8196197,144.983965,3.783500195,0.32657814,4,Throw In,Handball,Jack,5
4.4,-37.8196203,144.9839687,3.667500019,-0.045066409,4,Throw In,Handball,Jack,5
4.5,-37.819621,144.9839743,3.833500147,0.381199241,4,Throw In,Handball,Jack,5
4.6,-37.8196227,144.9839782,3.830500126,0.278402358,4,Throw In,Handball,Jack,5
4.7,-37.8196231,144.9839809,3.598500252,-0.371195316,4,Throw In,Handball,Jack,5
4.8,-37.8196253,144.9839848,3.59250021,-0.29339844,4,Throw In,Handball,Jack,5
4.9,-37.8196256,144.9839893,3.616500139,-0.160050794,4,Throw In,Handball,Jack,5
5,-37.8196269,144.9839941,3.743500233,0.197460949,4,Throw In,Handball,Jack,5
5.1,-37.8196283,144.9839979,3.752500057,0.170597658,4,Throw In,Handball,Jack,5
5.2,-37.8196303,144.984002,3.822500229,0.30294922,4,Throw In,Handball,Jack,5
5.3,-37.8196323,144.984006,3.895500183,0.409714878,4,Throw In,Handball,Jack,5
5.4,-37.8196333,144.9840092,3.752500057,-0.050210942,4,Throw In,Handball,Jack,5
5.5,-37.819635,144.984014,3.854500055,0.217339858,4,Throw In,Handball,Jack,5
5.6,-37.8196363,144.9840178,3.822500229,0.08300782,4,Throw In,Handball,Jack,5
5.7,-37.8196376,144.9840227,3.841500044,0.109757818,4,Throw In,Handball,Jack,5
5.8,-37.8196387,144.9840249,3.590500116,-0.545179725,4,Throw In,Handball,Jack,5
5.9,-37.8196404,144.9840291,3.61950016,-0.33638674,4,Throw In,Handball,Jack,5
6,-37.8196421,144.9840322,3.565500021,-0.387292981,4,Throw In,Handball,Jack,5
6.1,-37.8196434,144.9840346,3.400500059,-0.70297271,4,Throw In,Handball,Jack,5
6.2,-37.8196442,144.9840375,3.275500059,-0.839730501,4,Throw In,Handball,Jack,5
6.3,-37.8196447,144.9840398,3.128500223,-0.997300804,4,Throw In,Handball,Jack,5
6.4,-37.8196451,144.9840426,3.084500074,-0.857976615,4,Throw In,Handball,Jack,5
6.5,-37.8196453,144.9840421,2.657500029,-1.710984468,4,Throw In,Handball,Jack,5
6.6,-37.819646,144.9840455,2.804500103,-0.915738344,4,Throw In,Handball,Jack,5
6.7,-37.8196475,144.9840489,2.863500118,-0.539304733,4,Throw In,Handball,Jack,5
6.8,-37.819649,144.9840521,2.865500212,-0.399480492,4,Throw In,Handball,Jack,5
6.9,-37.8196497,144.9840555,2.820500135,-0.412113309,4,Throw In,Handball,Jack,5
7,-37.8196508,144.9840583,2.720499992,-0.559085965,4,Throw In,Handball,Jack,5
7.1,-37.8196515,144.9840618,2.704500198,-0.459316432,4,Throw In,Handball,Jack,5
7.2,-37.8196521,144.984065,2.659500122,-0.456988305,4,Throw In,Handball,Jack,5
7.3,-37.8196527,144.9840684,2.667500019,-0.322742194,4,Throw In,Handball,Jack,5
7.4,-37.8196542,144.984072,2.73450017,-0.074558601,4,Throw In,Handball,Jack,5
7.5,-37.8196551,144.9840756,2.782500029,0.06407813,4,Throw In,Handball,Jack,5
7.6,-37.8196557,144.9840752,2.279500008,-1.209441423,4,Throw In,Handball,Jack,5
7.7,-37.819656,144.9840805,2.512500048,-0.32458204,4,Throw In,Handball,Jack,5
7.8,-37.8196559,144.9840835,2.557500124,-0.130937502,4,Throw In,Handball,Jack,5
7.9,-37.8196558,144.9840864,2.556500196,-0.100703128,4,Throw In,Handball,Jack,5
8,-37.8196574,144.9840887,2.500499964,-0.215527356,4,Throw In,Handball,Jack,5
8.1,-37.8196582,144.9840908,2.38650012,-0.446648449,4,Throw In,Handball,Jack,5
8.2,-37.8196588,144.9840927,2.231500149,-0.722488344,4,Throw In,Handball,Jack,5
8.3,-37.8196605,144.984095,2.243499994,-0.511867225,4,Throw In,Handball,Jack,5
8.4,-37.8196611,144.9840966,2.103500128,-0.733902395,4,Throw In,Handball,Jack,5
8.5,-37.8196618,144.9840989,2.051500082,-0.680429697,4,Throw In,Handball,Jack,5
8.6,-37.819662,144.9841011,1.983500004,-0.680324256,4,Throw In,Handball,Jack,5
